timestamp,vehicle_id,speed,engine_temp,fuel_level,lat,lon
2024-03-01 01:35:00,V1,77,80,65,13.04408,77.97494
2024-03-01 01:35:00,V2,35,106,32,13.08261,78.38232
2024-03-01 01:35:00,V3,113,87,50,13.11496,77.90012
2024-03-01 01:35:00,V4,42,74,77,13.58346,78.03938
2024-03-01 01:35:00,V5,73,96,38,13.09144,78.08498
2024-03-01 01:40:00,V1,13,82,36,13.56651,78.37066
2024-03-01 01:40:00,V2,114,107,86,13.09363,78.29858
2024-03-01 01:40:00,V3,96,94,83,13.30726,77.95469
2024-03-01 01:40:00,V4,70,117,59,13.47319,78.02556
2024-03-01 01:40:00,V5,88,91,22,13.10369,78.47758
2024-03-01 01:45:00,V1,59,119,25,13.01657,78.13404
2024-03-01 01:45:00,V2,120,91,100,13.54292,78.2154
2024-03-01 01:45:00,V3,79,98,45,13.06163,77.65991
2024-03-01 01:45:00,V4,13,71,45,13.33845,78.11126
2024-03-01 01:45:00,V5,45,118,15,13.6638,78.48084
2024-03-01 01:50:00,V1,34,94,91,13.11871,78.11953
2024-03-01 01:50:00,V2,67,70,92,12.9644,78.23854
2024-03-01 01:50:00,V3,16,102,21,13.30949,77.77664
2024-03-01 01:50:00,V4,84,93,68,13.17019,77.76539
2024-03-01 01:50:00,V5,100,73,31,13.62601,77.83004
2024-03-01 01:55:00,V1,120,82,35,13.25244,78.44475
2024-03-01 01:55:00,V2,53,92,16,13.32436,77.50345
2024-03-01 01:55:00,V3,75,120,74,13.21861,77.84999
2024-03-01 01:55:00,V4,98,95,80,13.33052,77.95701
2024-03-01 01:55:00,V5,3,78,22,13.08235,77.97458
2024-03-01 02:00:00,V1,85,86,36,13.02081,78.00502
2024-03-01 02:00:00,V2,71,93,65,13.54817,77.75136
2024-03-01 02:00:00,V3,120,76,48,13.64214,77.97695
2024-03-01 02:00:00,V4,96,101,80,13.16075,78.26002
2024-03-01 02:00:00,V5,48,116,82,13.76458,78.12702
2024-03-01 02:05:00,V1,72,101,77,13.64983,78.35054
2024-03-01 02:05:00,V2,107,116,70,13.24993,78.30202
2024-03-01 02:05:00,V3,54,82,29,13.72661,78.42981
2024-03-01 02:05:00,V4,67,78,59,12.99468,78.41064
2024-03-01 02:05:00,V5,71,98,44,13.51146,78.11333
2024-03-01 02:10:00,V1,91,94,22,12.94402,77.96904
2024-03-01 02:10:00,V2,76,91,72,13.75874,78.07376
2024-03-01 02:10:00,V3,95,80,21,13.70001,78.27032
2024-03-01 02:10:00,V4,55,104,49,13.51433,78.10359
2024-03-01 02:10:00,V5,41,101,42,13.88867,77.97111
2024-03-01 02:15:00,V1,27,89,82,13.63077,78.4023
2024-03-01 02:15:00,V2,76,102,70,13.63019,78.30624
2024-03-01 02:15:00,V3,68,80,80,13.04866,77.69561
2024-03-01 02:15:00,V4,10,119,76,13.49146,77.94195
2024-03-01 02:15:00,V5,28,101,46,13.68314,78.3041
2024-03-01 02:20:00,V1,72,86,31,13.77384,77.82117
2024-03-01 02:20:00,V2,68,115,47,13.34772,77.50873
2024-03-01 02:20:00,V3,20,95,37,13.77299,78.42058
2024-03-01 02:20:00,V4,28,116,57,12.9273,77.75633
2024-03-01 02:20:00,V5,42,99,96,12.98838,78.02755
2024-03-01 02:25:00,V1,15,98,31,13.53917,77.71369
2024-03-01 02:25:00,V2,46,96,81,13.16576,77.78291
2024-03-01 02:25:00,V3,85,115,54,12.95691,77.64358
2024-03-01 02:25:00,V4,53,104,14,13.79807,77.99584
2024-03-01 02:25:00,V5,48,112,75,13.30662,77.8838
2024-03-01 02:30:00,V1,29,71,64,13.70981,78.4129
2024-03-01 02:30:00,V2,74,71,15,13.59271,78.49277
2024-03-01 02:30:00,V3,55,107,87,13.37936,77.75965
2024-03-01 02:30:00,V4,8,92,90,13.6496,77.95812
2024-03-01 02:30:00,V5,0,99,50,13.81791,77.76995
2024-03-01 02:35:00,V1,85,70,98,13.0,77.66456
2024-03-01 02:35:00,V2,109,76,99,13.37398,77.83346
2024-03-01 02:35:00,V3,19,108,18,13.83791,77.54565
2024-03-01 02:35:00,V4,1,94,48,13.10904,78.32425
2024-03-01 02:35:00,V5,107,72,36,13.70055,77.88586
2024-03-01 02:40:00,V1,91,102,58,13.50323,77.55948
2024-03-01 02:40:00,V2,12,88,98,13.32948,77.83961
2024-03-01 02:40:00,V3,38,113,12,13.6094,77.76606
2024-03-01 02:40:00,V4,14,76,63,13.29835,77.60443
2024-03-01 02:40:00,V5,115,90,89,13.58905,78.01741
2024-03-01 02:45:00,V1,109,71,100,13.16868,78.21354
2024-03-01 02:45:00,V2,84,87,37,13.14792,77.71313
2024-03-01 02:45:00,V3,66,95,93,13.385,78.28905
2024-03-01 02:45:00,V4,64,106,12,13.59211,77.75025
2024-03-01 02:45:00,V5,79,93,53,13.72621,77.69002
2024-03-01 02:50:00,V1,100,104,37,13.82494,78.38177
2024-03-01 02:50:00,V2,23,88,42,13.03238,78.36112
2024-03-01 02:50:00,V3,73,112,70,13.04572,78.01447
2024-03-01 02:50:00,V4,20,79,58,13.61974,77.81285
2024-03-01 02:50:00,V5,14,85,43,13.77937,78.15027
2024-03-01 02:55:00,V1,31,79,62,13.66547,77.98782
2024-03-01 02:55:00,V2,106,90,100,13.31959,77.63662
2024-03-01 02:55:00,V3,45,79,64,13.81832,78.14278
2024-03-01 02:55:00,V4,115,89,49,13.05028,77.53769
2024-03-01 02:55:00,V5,104,113,59,13.48601,77.89448
2024-03-01 03:00:00,V1,98,94,78,13.05303,77.64691
2024-03-01 03:00:00,V2,18,75,36,13.38593,78.36314
2024-03-01 03:00:00,V3,119,117,63,13.30119,77.88757
2024-03-01 03:00:00,V4,83,85,18,13.89882,77.55702
2024-03-01 03:00:00,V5,55,83,71,13.78025,78.4805
2024-03-01 03:05:00,V1,118,84,80,13.55959,77.97303
2024-03-01 03:05:00,V2,91,105,86,13.54835,77.76839
2024-03-01 03:05:00,V3,16,83,24,13.6535,77.93487
2024-03-01 03:05:00,V4,17,111,34,13.12543,78.4572
2024-03-01 03:05:00,V5,24,105,66,13.59583,77.85551
2024-03-01 03:10:00,V1,117,119,23,13.27612,77.52987
2024-03-01 03:10:00,V2,25,77,12,13.22662,78.41855
2024-03-01 03:10:00,V3,94,106,71,13.20643,77.94537
2024-03-01 03:10:00,V4,51,85,76,13.34575,78.39615
2024-03-01 03:10:00,V5,58,102,31,13.88773,77.52389
2024-03-01 03:15:00,V1,14,107,61,13.40114,78.29182
2024-03-01 03:15:00,V2,16,88,26,13.22279,77.94199
2024-03-01 03:15:00,V3,102,70,69,12.95447,78.33171
2024-03-01 03:15:00,V4,97,100,24,12.93952,78.30389
2024-03-01 03:15:00,V5,110,110,13,13.64405,78.02557
2024-03-01 03:20:00,V1,109,83,92,13.22104,77.96379
2024-03-01 03:20:00,V2,14,117,35,13.03446,77.94852
2024-03-01 03:20:00,V3,101,81,40,13.61089,77.94087
2024-03-01 03:20:00,V4,97,87,10,13.46327,78.29241
2024-03-01 03:20:00,V5,91,96,30,13.12182,77.76117
2024-03-01 03:25:00,V1,52,117,27,13.48424,78.20512
2024-03-01 03:25:00,V2,22,103,68,13.02168,78.47827
2024-03-01 03:25:00,V3,110,100,74,13.02325,78.27279
2024-03-01 03:25:00,V4,95,84,75,13.40923,77.50141
2024-03-01 03:25:00,V5,52,119,41,13.57334,78.45005
2024-03-01 03:30:00,V1,78,91,25,13.42401,78.16041
2024-03-01 03:30:00,V2,33,93,64,13.11871,77.88241
2024-03-01 03:30:00,V3,2,110,77,13.42082,78.39463
2024-03-01 03:30:00,V4,120,83,38,13.25618,78.38758
2024-03-01 03:30:00,V5,99,80,33,13.8075,78.39446
2024-03-01 03:35:00,V1,74,95,37,13.72401,77.84346
2024-03-01 03:35:00,V2,51,95,66,13.73543,78.29227
2024-03-01 03:35:00,V3,85,89,51,13.70939,78.1735
2024-03-01 03:35:00,V4,87,94,28,13.50042,78.03909
2024-03-01 03:35:00,V5,68,119,12,13.52892,77.94354
2024-03-01 03:40:00,V1,73,72,28,13.62165,77.58688
2024-03-01 03:40:00,V2,47,86,66,13.4666,77.81922
2024-03-01 03:40:00,V3,28,89,92,13.65817,77.51681
2024-03-01 03:40:00,V4,10,96,24,13.72831,78.3692
2024-03-01 03:40:00,V5,0,80,66,13.5744,78.36622
2024-03-01 03:45:00,V1,104,86,48,13.63857,77.91538
2024-03-01 03:45:00,V2,115,115,50,13.58789,77.97356
2024-03-01 03:45:00,V3,57,88,22,12.91787,77.85364
2024-03-01 03:45:00,V4,67,100,18,13.20289,77.64626
2024-03-01 03:45:00,V5,15,98,75,13.74214,78.48921
2024-03-01 03:50:00,V1,38,82,15,13.23832,78.18569
2024-03-01 03:50:00,V2,33,94,75,13.35208,77.65703
2024-03-01 03:50:00,V3,57,72,83,13.49691,77.53284
2024-03-01 03:50:00,V4,96,108,71,12.98914,77.80193
2024-03-01 03:50:00,V5,100,90,85,12.90572,78.31576
2024-03-01 03:55:00,V1,25,83,89,13.53562,77.98219
2024-03-01 03:55:00,V2,98,106,72,13.44566,77.53118
2024-03-01 03:55:00,V3,108,74,42,13.00302,77.65367
2024-03-01 03:55:00,V4,35,100,73,13.14088,78.29966
2024-03-01 03:55:00,V5,4,87,74,13.84394,78.36399
2024-03-01 04:00:00,V1,112,89,13,13.81096,78.08756
2024-03-01 04:00:00,V2,8,75,82,13.71949,78.05302
2024-03-01 04:00:00,V3,79,84,23,13.46876,77.81106
2024-03-01 04:00:00,V4,77,106,94,13.64669,77.56071
2024-03-01 04:00:00,V5,71,109,53,13.4275,77.98444
2024-03-01 04:05:00,V1,32,89,70,13.03223,77.84635
2024-03-01 04:05:00,V2,81,92,71,13.17312,78.26753
2024-03-01 04:05:00,V3,78,119,87,13.39846,77.81891
2024-03-01 04:05:00,V4,6,118,95,13.13028,78.01124
2024-03-01 04:05:00,V5,57,109,81,13.6682,77.70643
2024-03-01 04:10:00,V1,33,112,90,12.9758,78.15033
2024-03-01 04:10:00,V2,74,83,15,13.38468,78.32336
2024-03-01 04:10:00,V3,7,116,36,13.11825,77.59225
2024-03-01 04:10:00,V4,49,77,14,13.17633,78.06799
2024-03-01 04:10:00,V5,105,103,13,13.32551,77.62914
2024-03-01 04:15:00,V1,103,101,53,12.95735,78.12847
2024-03-01 04:15:00,V2,63,114,97,13.04174,77.85883
2024-03-01 04:15:00,V3,52,91,62,13.23687,77.55727
2024-03-01 04:15:00,V4,71,108,92,13.4204,77.82817
2024-03-01 04:15:00,V5,107,93,95,13.14277,78.15929
2024-03-01 04:20:00,V1,25,75,80,13.34423,77.81284
2024-03-01 04:20:00,V2,45,120,61,13.33588,78.11057
2024-03-01 04:20:00,V3,118,86,100,13.09716,77.96054
2024-03-01 04:20:00,V4,18,76,41,13.4276,77.52113
2024-03-01 04:20:00,V5,76,104,83,13.3691,78.46681
2024-03-01 04:25:00,V1,46,120,21,12.91224,78.12764
2024-03-01 04:25:00,V2,21,115,77,13.5421,77.71254
2024-03-01 04:25:00,V3,106,74,93,13.35001,77.80328
2024-03-01 04:25:00,V4,18,113,67,13.10812,78.42625
2024-03-01 04:25:00,V5,69,93,12,13.4732,77.56332
2024-03-01 04:30:00,V1,49,82,54,13.78762,77.90401
2024-03-01 04:30:00,V2,72,109,23,13.54641,78.40918
2024-03-01 04:30:00,V3,92,104,14,13.79272,77.72562
2024-03-01 04:30:00,V4,49,91,75,13.55401,78.22491
2024-03-01 04:30:00,V5,94,75,55,13.53735,78.25073
2024-03-01 04:35:00,V1,92,74,67,13.62135,78.02395
2024-03-01 04:35:00,V2,120,80,24,13.81305,78.21888
2024-03-01 04:35:00,V3,51,107,26,12.93356,77.92708
2024-03-01 04:35:00,V4,46,86,25,12.9089,78.14636
2024-03-01 04:35:00,V5,91,74,60,13.55666,78.10188
2024-03-01 04:40:00,V1,13,110,52,13.84126,77.71994
2024-03-01 04:40:00,V2,85,105,60,13.89474,77.67266
2024-03-01 04:40:00,V3,60,107,96,13.32545,78.10994
2024-03-01 04:40:00,V4,115,83,85,13.60176,78.31502
2024-03-01 04:40:00,V5,55,120,31,13.14457,78.10531
2024-03-01 04:45:00,V1,44,93,90,13.3334,78.09737
2024-03-01 04:45:00,V2,18,98,67,13.69073,77.69483
2024-03-01 04:45:00,V3,48,90,22,13.73321,77.57869
2024-03-01 04:45:00,V4,109,103,93,13.50918,77.75309
2024-03-01 04:45:00,V5,46,99,12,13.36321,78.1699
2024-03-01 04:50:00,V1,8,93,23,13.24545,77.6216
2024-03-01 04:50:00,V2,46,98,80,13.17073,78.04853
2024-03-01 04:50:00,V3,1,85,83,13.249,78.06792
2024-03-01 04:50:00,V4,107,118,59,13.37572,77.7571
2024-03-01 04:50:00,V5,3,81,25,13.18686,78.2459
2024-03-01 04:55:00,V1,24,95,20,13.20799,78.27686
2024-03-01 04:55:00,V2,11,100,67,13.5823,78.24414
2024-03-01 04:55:00,V3,88,118,59,13.63407,77.63622
2024-03-01 04:55:00,V4,1,120,91,13.42757,78.12629
2024-03-01 04:55:00,V5,42,72,42,12.99394,77.67036
2024-03-01 05:00:00,V1,38,90,57,13.13561,78.0538
2024-03-01 05:00:00,V2,91,99,31,13.68336,78.46339
2024-03-01 05:00:00,V3,4,101,78,13.12887,78.03495
2024-03-01 05:00:00,V4,15,106,16,13.13887,77.54218
2024-03-01 05:00:00,V5,76,115,82,12.9898,77.91172
2024-03-01 05:05:00,V1,49,100,23,13.55395,77.52136
2024-03-01 05:05:00,V2,91,107,61,13.78381,78.07432
2024-03-01 05:05:00,V3,93,91,100,13.62225,78.17131
2024-03-01 05:05:00,V4,32,83,38,13.37813,78.33246
2024-03-01 05:05:00,V5,109,70,50,13.44197,78.1817
2024-03-01 05:10:00,V1,48,88,41,13.33565,77.73788
2024-03-01 05:10:00,V2,101,78,76,13.41718,77.99779
2024-03-01 05:10:00,V3,58,101,30,13.61478,78.28904
2024-03-01 05:10:00,V4,20,86,21,13.35402,77.63101
2024-03-01 05:10:00,V5,71,91,61,13.46485,78.18016
2024-03-01 05:15:00,V1,77,81,67,13.74688,77.83231
2024-03-01 05:15:00,V2,43,97,12,13.37726,77.89787
2024-03-01 05:15:00,V3,61,114,54,13.47295,77.93792
2024-03-01 05:15:00,V4,52,75,22,13.39359,77.96036
2024-03-01 05:15:00,V5,49,113,72,13.13963,78.41973
2024-03-01 05:20:00,V1,48,89,77,13.42132,78.13226
2024-03-01 05:20:00,V2,11,75,73,13.45731,78.26579
2024-03-01 05:20:00,V3,62,90,33,13.79953,78.32354
2024-03-01 05:20:00,V4,8,91,35,13.75925,78.29779
2024-03-01 05:20:00,V5,6,98,51,13.71881,77.76053
2024-03-01 05:25:00,V1,78,116,18,13.05107,78.27617
2024-03-01 05:25:00,V2,41,107,82,13.03134,77.80658
2024-03-01 05:25:00,V3,15,94,13,13.28206,78.31157
2024-03-01 05:25:00,V4,87,120,34,13.76674,77.95707
2024-03-01 05:25:00,V5,102,95,40,13.56418,78.49636
2024-03-01 05:30:00,V1,5,102,80,13.1396,77.693
2024-03-01 05:30:00,V2,68,97,98,13.83578,77.82652
2024-03-01 05:30:00,V3,72,77,54,13.28547,78.22754
2024-03-01 05:30:00,V4,15,95,31,13.5079,77.54419
2024-03-01 05:30:00,V5,40,78,37,13.89679,78.43903
2024-03-01 05:35:00,V1,60,106,81,13.7293,78.4801
2024-03-01 05:35:00,V2,114,119,73,13.00602,78.17244
2024-03-01 05:35:00,V3,20,119,27,13.31868,78.17131
2024-03-01 05:35:00,V4,23,94,61,13.49496,77.7066
2024-03-01 05:35:00,V5,11,84,89,13.781,77.69145
2024-03-01 05:40:00,V1,22,74,88,13.17739,77.85522
2024-03-01 05:40:00,V2,37,103,30,13.8723,78.07368
2024-03-01 05:40:00,V3,109,77,90,13.83535,78.37131
2024-03-01 05:40:00,V4,48,70,22,13.72017,77.63464
2024-03-01 05:40:00,V5,107,93,50,12.95167,78.12685
2024-03-01 05:45:00,V1,7,111,52,13.02944,77.87823
2024-03-01 05:45:00,V2,23,107,47,13.24824,78.20369
2024-03-01 05:45:00,V3,67,75,70,13.65197,78.04199
2024-03-01 05:45:00,V4,56,117,47,13.1921,78.00915
2024-03-01 05:45:00,V5,102,109,98,13.5188,78.20997
2024-03-01 05:50:00,V1,87,92,79,13.77228,77.61672
2024-03-01 05:50:00,V2,71,118,41,13.02125,78.34572
2024-03-01 05:50:00,V3,47,93,78,13.19586,77.79073
2024-03-01 05:50:00,V4,28,70,30,13.76405,77.84937
2024-03-01 05:50:00,V5,75,100,25,13.4071,77.89924
2024-03-01 05:55:00,V1,51,95,15,13.86635,78.2272
2024-03-01 05:55:00,V2,15,112,16,13.51338,77.96728
2024-03-01 05:55:00,V3,107,120,18,13.7294,77.98585
2024-03-01 05:55:00,V4,30,110,33,13.47409,77.69016
2024-03-01 05:55:00,V5,106,105,99,13.13587,78.41863
2024-03-01 06:00:00,V1,70,83,12,13.28939,77.97658
2024-03-01 06:00:00,V2,20,70,30,12.92428,78.15222
2024-03-01 06:00:00,V3,117,95,20,13.04265,77.76716
2024-03-01 06:00:00,V4,43,115,20,13.18151,77.80281
2024-03-01 06:00:00,V5,60,73,26,13.58163,77.78468
2024-03-01 06:05:00,V1,110,94,42,13.60431,77.59492
2024-03-01 06:05:00,V2,116,120,56,12.99767,77.92775
2024-03-01 06:05:00,V3,42,76,25,13.5912,78.38488
2024-03-01 06:05:00,V4,23,72,52,13.74308,77.87501
2024-03-01 06:05:00,V5,68,75,83,13.46058,77.73465
2024-03-01 06:10:00,V1,27,98,90,13.26353,77.61757
2024-03-01 06:10:00,V2,81,102,69,13.50473,78.34404
2024-03-01 06:10:00,V3,21,76,75,13.67674,78.28739
2024-03-01 06:10:00,V4,119,85,98,13.8448,77.59394
2024-03-01 06:10:00,V5,88,107,47,13.52418,78.34337
2024-03-01 06:15:00,V1,22,104,74,13.10173,78.41909
2024-03-01 06:15:00,V2,34,79,85,13.70481,78.0827
2024-03-01 06:15:00,V3,50,96,67,13.3765,78.10307
2024-03-01 06:15:00,V4,5,97,89,13.02029,78.30873
2024-03-01 06:15:00,V5,82,93,50,13.55945,78.11189
2024-03-01 06:20:00,V1,69,96,60,13.39771,78.41839
2024-03-01 06:20:00,V2,118,89,98,13.48798,77.6056
2024-03-01 06:20:00,V3,101,87,98,12.90839,78.09064
2024-03-01 06:20:00,V4,37,117,76,13.86617,77.65925
2024-03-01 06:20:00,V5,93,83,91,13.64559,77.9606
2024-03-01 06:25:00,V1,14,113,43,13.7277,78.39611
2024-03-01 06:25:00,V2,109,119,17,13.4257,78.15092
2024-03-01 06:25:00,V3,80,80,14,12.9964,77.72778
2024-03-01 06:25:00,V4,60,85,92,13.24317,77.77323
2024-03-01 06:25:00,V5,36,117,98,13.57663,77.60526
2024-03-01 06:30:00,V1,17,102,52,13.62833,77.79854
2024-03-01 06:30:00,V2,20,85,82,13.15342,77.8264
2024-03-01 06:30:00,V3,89,74,53,13.06564,77.7833
2024-03-01 06:30:00,V4,83,90,52,13.03373,78.36409
2024-03-01 06:30:00,V5,78,93,45,13.80656,78.39945
2024-03-01 06:35:00,V1,12,120,71,13.02636,78.45075
2024-03-01 06:35:00,V2,77,83,70,12.99707,77.62294
2024-03-01 06:35:00,V3,88,92,78,13.65204,78.30364
2024-03-01 06:35:00,V4,88,102,39,13.06088,78.02341
2024-03-01 06:35:00,V5,112,97,47,13.73013,78.01203
2024-03-01 06:40:00,V1,94,115,84,13.0157,77.79364
2024-03-01 06:40:00,V2,30,107,13,13.84143,77.81332
2024-03-01 06:40:00,V3,117,71,97,13.85536,77.83918
2024-03-01 06:40:00,V4,120,106,10,13.54509,77.58593
2024-03-01 06:40:00,V5,86,97,62,13.44723,78.06943
2024-03-01 06:45:00,V1,111,74,30,13.16934,77.57398
2024-03-01 06:45:00,V2,46,87,87,13.27879,78.00177
2024-03-01 06:45:00,V3,63,102,62,13.45633,77.97929
2024-03-01 06:45:00,V4,111,120,95,13.32247,77.87069
2024-03-01 06:45:00,V5,48,100,39,13.62261,78.46813
2024-03-01 06:50:00,V1,61,117,75,13.28902,78.15975
2024-03-01 06:50:00,V2,23,94,69,13.01675,77.8094
2024-03-01 06:50:00,V3,69,76,24,13.79048,77.71576
2024-03-01 06:50:00,V4,118,77,47,13.80471,77.65033
2024-03-01 06:50:00,V5,36,120,63,13.45907,77.94781
2024-03-01 06:55:00,V1,116,79,26,13.87369,77.70647
2024-03-01 06:55:00,V2,7,120,99,13.35902,78.15129
2024-03-01 06:55:00,V3,90,90,50,13.07619,78.20699
2024-03-01 06:55:00,V4,27,111,27,13.89338,77.58374
2024-03-01 06:55:00,V5,58,85,56,13.14931,78.48413
2024-03-01 07:00:00,V1,40,120,70,13.72624,77.67117
2024-03-01 07:00:00,V2,54,105,30,13.00169,77.52547
2024-03-01 07:00:00,V3,40,119,95,13.48907,77.96726
2024-03-01 07:00:00,V4,95,75,71,13.33821,77.70724
2024-03-01 07:00:00,V5,12,108,67,13.39146,78.29292
2024-03-01 07:05:00,V1,9,98,33,13.62561,78.05027
2024-03-01 07:05:00,V2,29,97,94,13.71513,78.37731
2024-03-01 07:05:00,V3,47,71,89,13.16063,77.86689
2024-03-01 07:05:00,V4,0,111,73,13.50259,77.69808
2024-03-01 07:05:00,V5,83,100,49,13.53578,77.55385
2024-03-01 07:10:00,V1,18,108,33,13.69247,78.12516
2024-03-01 07:10:00,V2,65,118,56,13.23081,77.94074
2024-03-01 07:10:00,V3,102,119,70,13.82081,77.98857
2024-03-01 07:10:00,V4,119,107,48,13.12906,77.92188
2024-03-01 07:10:00,V5,62,72,97,13.02882,78.02755
